rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
4,29-Jul-18,Heather Gray Fabric ,i am pleasantly surprised by the sound quality of the echo  if you are a big fan of deep bass  this might not be sufficient for you though  the potential to control your home is an option i will explore more as i evolve my home into a   smart home    the voice recognition is very impressive  it is stylish and fun  i have no regrets with this purchase  it is great for technically changes people  ask it to play a song or a movie and it responds instantly  if you have an elderly loved one  this would be a great gift  once connected to wifi  it is very simple to use  if you want unlimited music control  be sure to have amazon prime or premium spotify and you will be blown away with your personal dj  you can even have conversations with the echo  i am not embarrassed to say  that echo has made me laugh a couple times when i ask it to tell me a joke  it tells me where my packages are since i am an amazon prime addict  it comes in extremely handy,1,4,Positive
5,29-Jul-18,Heather Gray Fabric ,easy to setup  love all the things she does,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,have alexa throughout the house    the future has arrived,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i already have an alexa and with amazon find today i could not resist getting an echo also  it is the best thing i ever did  i use them on each side of the house  and could not be happier,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,arrived as expected,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,bought this a few weeks ago   everything about this product is excellent       do not forget to buy a charger when ordering  it is a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard,1,5,Positive
4,29-Jul-18,Charcoal Fabric ,terrific,1,5,Positive
5,29-Jul-18,Oak Finish ,love my echo,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,it s smaller than the original  looks nicer too,1,4,Positive
5,29-Jul-18,Heather Gray Fabric ,works great,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,my husband and i are what i would call  late adopters  when it come to technology  but we decide we would try and echo to serve primarily as a music source  wow  were we amazed and the great sound  we have also been having a great time listening to all of our favorite songs buy just asking alexa  i may even buy one for my elderly dad   i think he will enjoy having one to listen to music or even place his calls to us,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i really have enjoyed it  changing the directv channels  plays iheartradio and pandora   adjusts the ac thermostat and turns the living room lights and outside lights,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i have been wanting one of these for a while now  bought on prime day and absolutely love it,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,we are so glad that we got the echo over a bluetooth speaker  alexa does so much more stuff than other non smart speakers out there  i personally love the timer feature  it has helped me with cooking multiple things simultaneously  pandora integration is another feature that i use daily  so happy with out prime day purchase  i will get the echo hub and a few more echo dots in the future,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,see subject line  love it,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love it,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,very easy setup,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,i was hesitant to buy the echo because i have the echo dot and it seems good enough  the echo is the same except the sound quality  which i really did not feel i needed  however  i am so glad i got it  what a difference  the sound really is far superior to the echo dot  now i can listen to the greatest showman with a little more power,1,4,Positive
5,29-Jul-18,Sandstone Fabric ,sound quality is great  still learning about all the different things i can do with it  fun,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,got a good deal and works great with prime  setup was a bit of a pain but more the fault of crappy internet service  has worked great with nice sound from small speaker,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,i love it,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,works great  perfect for my office,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love it    have one inside house and one by our pool now   just as good as bose speakers around house,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,easy to use  amazing,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,nice product a,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,we love our echo  we were totally amazed at the speaker quality  only bummed we didn t buy two since we got it on prime day,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,very responsive  great sound quality for its size,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,it is so efficient and amazing  how cool  we all use it often every day,1,5,Positive
4,29-Jul-18,Charcoal Fabric ,i m impressed with the quality of sound that the echo has  it s definitely comparable to my bose mini  i only gave 4 stars because i can t use my apple music account,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,technology in such a small device  the price was good too  the sound is amazing  a must have feature for any home,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,mainly use it for the music but i m learning more all the time  really nothing bad to say about it,1,3,Neutral
5,29-Jul-18,Charcoal Fabric ,i replaced my 1st gen  was concerned about a smaller unit not having the same sound   i was wrong  if anything it is the same volume  and more clear  good product,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,great addition to my echo plus,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,the best,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love the feature to play music in every room with multiple echos,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,i love alexa  i am surprised how much i use her,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i use this product for enjoyment and i just love it,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,easy to use and has great sound   it was a great purchase at a great price,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,very easy to set up and have no issues,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,this unit add much pleasure to our echo plus  we now can have music and information through our home   or just in one room,1,5,Positive
4,29-Jul-18,Heather Gray Fabric ,it is extremely useful in simple things like spotify and audible and things like that but sometimes it does not answer everything i ask but it is still nice to use,1,4,Positive
2,29-Jul-18,Charcoal Fabric ,too difficult to set up  it keeps timing out before you can enter the password,0,2,Negative
5,29-Jul-18,Charcoal Fabric ,just getting use to using the echo  used it for shopping lists  listening to music and as a timer  working great so far,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,very cool and lots of fun  used for a week and still learning its capabilities,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love it  love it,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love it but having a hard time setting up all the apps,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,i use it in my office and another at my apartment for music and information,1,4,Positive
4,29-Jul-18,Sandstone Fabric ,it s great for music  a little hard to figure out how it works,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,this was given to my 7 year at the time as a birthday gift from his dad  he loves it  ask alexa anything she has the answer  plus it s good for homework  so i purchased one on prime day for my bathroom for when i m getting ready for work  i listen to music at 4am and the base it s metro booming   replacement for my clock radio  plus i have the echo dot on my night stand as my alarm clock,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,very impressed with look  clarity of sound and color,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,alexa is amazing  great speaker,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,still getting used to alexa  do not have her connected to our tv yet or other things right now use her for music and information  which she is great,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,works and sounds great  my house is barely 1100sf  and i have this sitting on my kitchen counter  i can hear it  and speak to it from any room  lots of functionality still to discover,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i have had pure fun with my echo  weather  jokes  news briefing  and music but still so much more to use it for  a lot of fun for the money,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,use this all the time and especially to communicate with kids throughout the home,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,love it  still learning  makes a lot of things easier  like if you forget to turn a light off and your in another room all you do is ask alexa to turn the light off,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,bought this for my daughter when she turned 9  she loves it   i especially like the calling feature since she doesn t have a cell phone  she loves playing music and dancing and with amazon music she can play all her favorite songs        sometimes over and over and over again lol,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,we got this as a wedding gift and haven t discovered all of its features yet  will update  playing music is great though,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,i am impressed with the sound quality,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,very pleased with my purchase of echo smart speaker   love the fact that i can play music of different genre s whenever i want had some trouble at first with the wi fi  but it is now working,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,my wife   i enjoy the ease of playing our music  the games are fun   entertaining  i look forward to adding more smart products to my home,1,4,Positive
5,29-Jul-18,Sandstone Fabric ,this is my second echo and i love how it helps me in the kitchen  i can set timers  listen to the news  prepare grocery lists  and get great music,1,5,Positive
4,29-Jul-18,Sandstone Fabric ,the sound quality is good just wish alexa could answer more questions,1,4,Positive
5,29-Jul-18,Heather Gray Fabric ,this is my second echo  i have the dot but the speaker is weak so i purchased this and for listening to music the speaker is great,1,4,Positive
